"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"TXK_MN004","2597","20170704","25.9","3","0"
"TXK_MN004","2597","20170705","29.2","3","0"
"TXK_MN004","2597","20170706","32.4","3","0"
"TXK_MN004","2597","20170707","30.1","3","0"
"TXK_MN004","2597","20170708","29.4","3","0"
"TXK_MN004","2597","20170709","30.8","3","0"
"TXK_MN004","2597","20170710","25.7","3","0"
"TXK_MN004","2597","20170711","24.7","3","0"
"TXK_MN004","2597","20170712","18.8","3","0"
"TXK_MN004","2597","20170713","20.8","3","0"
"TXK_MN004","2597","20170714","22.2","3","0"
"TXK_MN004","2597","20170715","17.7","3","0"
"TXK_MN004","2597","20170716","24","3","0"
"TXK_MN004","2597","20170717","25.7","3","0"
"TXK_MN004","2597","20170718","29.6","3","0"
"TXK_MN004","2597","20170719","33.5","3","0"
"TXK_MN004","2597","20170720","23.6","3","0"
"TXK_MN004","2597","20170721","27.4","3","0"
"TXK_MN004","2597","20170722","28.4","3","0"
"TXK_MN004","2597","20170723","22.7","3","0"
"TXK_MN004","2597","20170724","18.3","3","0"
"TXK_MN004","2597","20170725","14","3","0"
"TXK_MN004","2597","20170726","16.6","3","0"
"TXK_MN004","2597","20170727","22","3","0"
"TXK_MN004","2597","20170728","21.7","3","0"
"TXK_MN004","2597","20170729","26.3","3","0"
"TXK_MN004","2597","20170730","29","3","0"
"TXK_MN004","2597","20170731","27.5","3","0"
"TXK_MN004","2597","20170801","29.1","3","0"
"TXK_MN004","2597","20170802","26.7","3","0"
"TXK_MN004","2597","20170803","27.1","3","0"
"TXK_MN004","2597","20170804","24.7","3","0"
"TXK_MN004","2597","20170805","25.9","3","0"
"TXK_MN004","2597","20170806","22","3","0"
"TXK_MN004","2597","20170807","25.1","3","0"
"TXK_MN004","2597","20170808","24.3","3","0"
"TXK_MN004","2597","20170809","24.1","3","0"
"TXK_MN004","2597","20170810","17.3","3","0"
"TXK_MN004","2597","20170811","16.5","3","0"
"TXK_MN004","2597","20170812","18.1","3","0"
"TXK_MN004","2597","20170813","23.1","3","0"
"TXK_MN004","2597","20170814","25.9","3","0"
"TXK_MN004","2597","20170815","28.3","3","0"
"TXK_MN004","2597","20170816","24.8","3","0"
"TXK_MN004","2597","20170817","25.9","3","0"
"TXK_MN004","2597","20170818","26.4","3","0"
"TXK_MN004","2597","20170819","20.4","3","0"
"TXK_MN004","2597","20170820","18.9","3","0"
"TXK_MN004","2597","20170821","20.1","3","0"
"TXK_MN004","2597","20170822","21.6","3","0"
"TXK_MN004","2597","20170823","24.9","3","0"
"TXK_MN004","2597","20170824","24.5","3","0"
"TXK_MN004","2597","20170825","26.5","3","0"
"TXK_MN004","2597","20170826","26.5","3","0"
"TXK_MN004","2597","20170827","24.5","3","0"
"TXK_MN004","2597","20170828","26.4","3","0"
"TXK_MN004","2597","20170829","28","3","0"
"TXK_MN004","2597","20170830","29.8","3","0"
"TXK_MN004","2597","20170831","20","3","0"
"TXK_MN004","2597","20170901","18.1","3","0"
"TXK_MN004","2597","20170902","18.9","3","0"
"TXK_MN004","2597","20170903","19.4","3","0"
"TXK_MN004","2597","20170904","21","3","0"
"TXK_MN004","2597","20170905","22.7","3","0"
"TXK_MN004","2597","20170906","22.3","3","0"
"TXK_MN004","2597","20170907","18.1","3","0"
"TXK_MN004","2597","20170908","18.1","3","0"
"TXK_MN004","2597","20170909","17","3","0"
"TXK_MN004","2597","20170910","19","3","0"
"TXK_MN004","2597","20170911","18.7","3","0"
"TXK_MN004","2597","20170912","16","3","0"
"TXK_MN004","2597","20170913","18.4","3","0"
"TXK_MN004","2597","20170914","11.7","3","0"
"TXK_MN004","2597","20170915","15.2","3","0"
"TXK_MN004","2597","20170916","15.2","3","0"
"TXK_MN004","2597","20170917","14.9","3","0"
"TXK_MN004","2597","20170918","14.4","3","0"
"TXK_MN004","2597","20170919","14.5","3","0"
"TXK_MN004","2597","20170920","14.4","3","0"
"TXK_MN004","2597","20170921","17.3","3","0"
"TXK_MN004","2597","20170922","18.5","3","0"
"TXK_MN004","2597","20170923","19.4","3","0"
"TXK_MN004","2597","20170924","16.9","3","0"
"TXK_MN004","2597","20170925","16.2","3","0"
"TXK_MN004","2597","20170926","17.6","3","0"
"TXK_MN004","2597","20170927","18.7","3","0"
"TXK_MN004","2597","20170928","20.1","3","0"
"TXK_MN004","2597","20170929","16.2","3","0"
"TXK_MN004","2597","20170930","21","3","0"
"TXK_MN004","2597","20171001","16.5","3","0"
"TXK_MN004","2597","20171002","14.7","3","0"
"TXK_MN004","2597","20171003","15","3","0"
"TXK_MN004","2597","20171004","14","3","0"
"TXK_MN004","2597","20171005","14.3","3","0"
"TXK_MN004","2597","20171006","11.4","3","0"
"TXK_MN004","2597","20171007","11.1","3","0"
"TXK_MN004","2597","20171008","14.4","3","0"
"TXK_MN004","2597","20171009","12.2","3","0"
"TXK_MN004","2597","20171010","12.8","3","0"
"TXK_MN004","2597","20171011","15.8","3","0"
"TXK_MN004","2597","20171012","18","3","0"
"TXK_MN004","2597","20171013","16.8","3","0"
"TXK_MN004","2597","20171014","20.5","3","0"
"TXK_MN004","2597","20171015","20.9","3","0"
"TXK_MN004","2597","20171016","20","3","0"
"TXK_MN004","2597","20171017","20.9","3","0"
"TXK_MN004","2597","20171018","16.8","3","0"
"TXK_MN004","2597","20171019","15.3","3","0"
"TXK_MN004","2597","20171020","16.1","3","0"
"TXK_MN004","2597","20171021","13.9","3","0"
"TXK_MN004","2597","20171022","11.1","3","0"
"TXK_MN004","2597","20171023","10.1","3","0"
"TXK_MN004","2597","20171024","12.1","3","0"
"TXK_MN004","2597","20171025","16.7","3","0"
"TXK_MN004","2597","20171026","15.4","3","0"
"TXK_MN004","2597","20171027","12.5","3","0"
"TXK_MN004","2597","20171028","9.3","3","0"
"TXK_MN004","2597","20171029","12.7","3","0"
"TXK_MN004","2597","20171030","8.7","3","0"
"TXK_MN004","2597","20171031","9.1","3","0"
"TXK_MN004","2597","20171101","11.3","3","0"
"TXK_MN004","2597","20171102","14","3","0"
"TXK_MN004","2597","20171103","11.4","3","0"
"TXK_MN004","2597","20171104","9","3","0"
"TXK_MN004","2597","20171105","9.1","3","0"
"TXK_MN004","2597","20171106","7.8","3","0"
"TXK_MN004","2597","20171107","9","3","0"
"TXK_MN004","2597","20171108","9.5","3","0"
"TXK_MN004","2597","20171109","8.5","3","0"
"TXK_MN004","2597","20171110","6.9","3","0"
"TXK_MN004","2597","20171111","6.5","3","0"
"TXK_MN004","2597","20171112","4","3","0"
"TXK_MN004","2597","20171113","6.6","3","0"
"TXK_MN004","2597","20171114","6.5","3","0"
"TXK_MN004","2597","20171115","3.8","3","0"
"TXK_MN004","2597","20171116","3.8","3","0"
"TXK_MN004","2597","20171117","4.3","3","0"
"TXK_MN004","2597","20171118","5.3","3","0"
"TXK_MN004","2597","20171119","5.3","3","0"
"TXK_MN004","2597","20171120","5.4","3","0"
"TXK_MN004","2597","20171121","7.9","3","0"
"TXK_MN004","2597","20171122","10.7","3","0"
"TXK_MN004","2597","20171123","11.6","3","0"
"TXK_MN004","2597","20171124","12.8","3","0"
"TXK_MN004","2597","20171125","8.6","3","0"
"TXK_MN004","2597","20171126","3.5","3","0"
"TXK_MN004","2597","20171127","4.2","3","0"
"TXK_MN004","2597","20171128","4.8","3","0"
"TXK_MN004","2597","20171129","3","3","0"
"TXK_MN004","2597","20171130","1.1","3","0"
"TXK_MN004","2597","20171201","0.9","3","0"
"TXK_MN004","2597","20171202","1.7","3","0"
"TXK_MN004","2597","20171203","-0.4","3","0"
"TXK_MN004","2597","20171204","3.5","3","0"
"TXK_MN004","2597","20171205","4.2","3","0"
"TXK_MN004","2597","20171206","5.1","3","0"
"TXK_MN004","2597","20171207","5.2","3","0"
"TXK_MN004","2597","20171208","6.2","3","0"
"TXK_MN004","2597","20171209","0.2","3","0"
"TXK_MN004","2597","20171210","5.6","3","0"
"TXK_MN004","2597","20171211","5.7","3","0"
"TXK_MN004","2597","20171212","6.1","3","0"
"TXK_MN004","2597","20171213","4.2","3","0"
"TXK_MN004","2597","20171214","5.2","3","0"
"TXK_MN004","2597","20171215","3.5","3","0"
"TXK_MN004","2597","20171216","2.5","3","0"
"TXK_MN004","2597","20171217","2.4","3","0"
"TXK_MN004","2597","20171218","1","3","0"
"TXK_MN004","2597","20171219","2.2","3","0"
"TXK_MN004","2597","20171220","3.5","3","0"
"TXK_MN004","2597","20171221","6.7","3","0"
"TXK_MN004","2597","20171222","8.1","3","0"
"TXK_MN004","2597","20171223","7.9","3","0"
"TXK_MN004","2597","20171224","7.7","3","0"
"TXK_MN004","2597","20171225","6.1","3","0"
"TXK_MN004","2597","20171226","5.3","3","0"
"TXK_MN004","2597","20171227","2.7","3","0"
"TXK_MN004","2597","20171228","3.7","3","0"
"TXK_MN004","2597","20171229","2.2","3","0"
"TXK_MN004","2597","20171230","10.3","3","0"
"TXK_MN004","2597","20171231","12.4","3","0"
"TXK_MN004","2597","20180101","10.5","3","0"
"TXK_MN004","2597","20180102","5.4","3","0"
"TXK_MN004","2597","20180103","7.9","3","0"
"TXK_MN004","2597","20180104","9.5","3","0"
"TXK_MN004","2597","20180105","8.9","3","0"
"TXK_MN004","2597","20180106","7.4","3","0"
"TXK_MN004","2597","20180107","5.8","3","0"
"TXK_MN004","2597","20180108","5.4","3","0"
"TXK_MN004","2597","20180109","6.9","3","0"
"TXK_MN004","2597","20180110","7.1","3","0"
"TXK_MN004","2597","20180111","5.8","3","0"
"TXK_MN004","2597","20180112","3.8","3","0"
"TXK_MN004","2597","20180113","4","3","0"
"TXK_MN004","2597","20180114","3.5","3","0"
"TXK_MN004","2597","20180115","3.9","3","0"
"TXK_MN004","2597","20180116","7.1","3","0"
"TXK_MN004","2597","20180117","2.2","3","0"
"TXK_MN004","2597","20180118","9.4","3","0"
"TXK_MN004","2597","20180119","3.8","3","0"
"TXK_MN004","2597","20180120","2.4","3","0"
"TXK_MN004","2597","20180121","3.5","3","0"
"TXK_MN004","2597","20180122","4.1","3","0"
"TXK_MN004","2597","20180123","7.1","3","0"
"TXK_MN004","2597","20180124","10.2","3","0"
"TXK_MN004","2597","20180125","10.1","3","0"
"TXK_MN004","2597","20180126","7.8","3","0"
"TXK_MN004","2597","20180127","7","3","0"
"TXK_MN004","2597","20180128","7.4","3","0"
"TXK_MN004","2597","20180129","9","3","0"
"TXK_MN004","2597","20180130","7.9","3","0"
"TXK_MN004","2597","20180131","7.9","3","0"
"TXK_MN004","2597","20180201","5.1","3","0"
"TXK_MN004","2597","20180202","2.7","3","0"
"TXK_MN004","2597","20180203","3.7","3","0"
"TXK_MN004","2597","20180204","0","3","0"
"TXK_MN004","2597","20180205","0.6","3","0"
"TXK_MN004","2597","20180206","-0.2","3","0"
"TXK_MN004","2597","20180207","3.3","3","0"
"TXK_MN004","2597","20180208","1.4","3","0"
"TXK_MN004","2597","20180209","-0.2","3","0"
"TXK_MN004","2597","20180210","1.6","3","0"
"TXK_MN004","2597","20180211","1.9","3","0"
"TXK_MN004","2597","20180212","2.8","3","0"
"TXK_MN004","2597","20180213","2.3","3","0"
"TXK_MN004","2597","20180214","2.8","3","0"
"TXK_MN004","2597","20180215","0.2","3","0"
"TXK_MN004","2597","20180216","5.1","3","0"
"TXK_MN004","2597","20180217","3","3","0"
"TXK_MN004","2597","20180218","4.6","3","0"
"TXK_MN004","2597","20180219","1.7","3","0"
"TXK_MN004","2597","20180220","1","3","0"
"TXK_MN004","2597","20180221","3","3","0"
"TXK_MN004","2597","20180222","1.6","3","0"
"TXK_MN004","2597","20180223","1.3","3","0"
"TXK_MN004","2597","20180224","0.4","3","0"
"TXK_MN004","2597","20180225","-2.1","3","0"
"TXK_MN004","2597","20180226","-4.5","3","0"
"TXK_MN004","2597","20180227","-4.2","3","0"
"TXK_MN004","2597","20180228","-5.5","3","0"
"TXK_MN004","2597","20180301","-0.1","3","0"
"TXK_MN004","2597","20180302","-0.8","3","0"
"TXK_MN004","2597","20180303","0","3","0"
"TXK_MN004","2597","20180304","4.7","3","0"
"TXK_MN004","2597","20180305","8.6","3","0"
"TXK_MN004","2597","20180306","4.9","3","0"
"TXK_MN004","2597","20180307","8","3","0"
"TXK_MN004","2597","20180308","9.2","3","0"
"TXK_MN004","2597","20180309","5.4","3","0"
"TXK_MN004","2597","20180310","12.5","3","0"
"TXK_MN004","2597","20180311","16.7","3","0"
"TXK_MN004","2597","20180312","11.8","3","0"
"TXK_MN004","2597","20180313","9.3","3","0"
"TXK_MN004","2597","20180314","7.5","3","0"
"TXK_MN004","2597","20180315","10.1","3","0"
"TXK_MN004","2597","20180316","8.2","3","0"
"TXK_MN004","2597","20180317","-0.9","3","0"
"TXK_MN004","2597","20180318","-1.9","3","0"
"TXK_MN004","2597","20180319","1","3","0"
"TXK_MN004","2597","20180320","1.1","3","0"
"TXK_MN004","2597","20180321","6.1","3","0"
"TXK_MN004","2597","20180322","2.4","3","0"
"TXK_MN004","2597","20180323","6.6","3","0"
"TXK_MN004","2597","20180324","10.4","3","0"
"TXK_MN004","2597","20180325","12.1","3","0"
"TXK_MN004","2597","20180326","8.3","3","0"
"TXK_MN004","2597","20180327","9.7","3","0"
"TXK_MN004","2597","20180328","9","3","0"
"TXK_MN004","2597","20180329","9.4","3","0"
"TXK_MN004","2597","20180330","12.9","3","0"
"TXK_MN004","2597","20180331","10.2","3","0"
"TXK_MN004","2597","20180401","8.7","3","0"
"TXK_MN004","2597","20180402","12.1","3","0"
"TXK_MN004","2597","20180403","19","3","0"
"TXK_MN004","2597","20180404","20.6","3","0"
"TXK_MN004","2597","20180405","12.6","3","0"
"TXK_MN004","2597","20180406","13.7","3","0"
"TXK_MN004","2597","20180407","21.5","3","0"
"TXK_MN004","2597","20180408","21.2","3","0"
"TXK_MN004","2597","20180409","21.8","3","0"
"TXK_MN004","2597","20180410","22.8","3","0"
"TXK_MN004","2597","20180411","16.4","3","0"
"TXK_MN004","2597","20180412","21.4","3","0"
"TXK_MN004","2597","20180413","12.3","3","0"
"TXK_MN004","2597","20180414","18.7","3","0"
"TXK_MN004","2597","20180415","20.3","3","0"
"TXK_MN004","2597","20180416","19.5","3","0"
"TXK_MN004","2597","20180417","21.2","3","0"
"TXK_MN004","2597","20180418","24.2","3","0"
"TXK_MN004","2597","20180419","26.3","3","0"
"TXK_MN004","2597","20180420","26.4","3","0"
"TXK_MN004","2597","20180421","25.9","3","0"
"TXK_MN004","2597","20180422","25.9","3","0"
"TXK_MN004","2597","20180423","21.2","3","0"
"TXK_MN004","2597","20180424","19","3","0"
"TXK_MN004","2597","20180425","18.2","3","0"
"TXK_MN004","2597","20180426","13.8","3","0"
"TXK_MN004","2597","20180427","17.9","3","0"
"TXK_MN004","2597","20180428","18.7","3","0"
"TXK_MN004","2597","20180429","24.6","3","0"
"TXK_MN004","2597","20180430","18","3","0"
"TXK_MN004","2597","20180501","13.1","3","0"
"TXK_MN004","2597","20180502","17","3","0"
"TXK_MN004","2597","20180503","18.4","3","0"
"TXK_MN004","2597","20180504","18.8","3","0"
"TXK_MN004","2597","20180505","21.5","3","0"
"TXK_MN004","2597","20180506","22.5","3","0"
"TXK_MN004","2597","20180507","24.7","3","0"
"TXK_MN004","2597","20180508","24.6","3","0"
"TXK_MN004","2597","20180509","26","3","0"
"TXK_MN004","2597","20180510","23.1","3","0"
"TXK_MN004","2597","20180511","19.3","3","0"
"TXK_MN004","2597","20180512","25.1","3","0"
"TXK_MN004","2597","20180513","25.6","3","0"
"TXK_MN004","2597","20180514","25.8","3","0"
"TXK_MN004","2597","20180515","20.7","3","0"
"TXK_MN004","2597","20180516","17.4","3","0"
"TXK_MN004","2597","20180517","19.3","3","0"
"TXK_MN004","2597","20180518","14.4","3","0"
"TXK_MN004","2597","20180519","19.1","3","0"
"TXK_MN004","2597","20180520","23.6","3","0"
"TXK_MN004","2597","20180521","24.4","3","0"
"TXK_MN004","2597","20180522","25.9","3","0"
"TXK_MN004","2597","20180523","24.8","3","0"
"TXK_MN004","2597","20180524","19","3","0"
"TXK_MN004","2597","20180525","24.8","3","0"
"TXK_MN004","2597","20180526","26.7","3","0"
"TXK_MN004","2597","20180527","27.7","3","0"
"TXK_MN004","2597","20180528","29.4","3","0"
"TXK_MN004","2597","20180529","29.2","3","0"
"TXK_MN004","2597","20180530","28.2","3","0"
"TXK_MN004","2597","20180531","29.5","3","0"
"TXK_MN004","2597","20180601","24.3","3","0"
"TXK_MN004","2597","20180602","23.9","3","0"
"TXK_MN004","2597","20180603","26.4","3","0"
"TXK_MN004","2597","20180604","28.5","3","0"
"TXK_MN004","2597","20180605","26.7","3","0"
"TXK_MN004","2597","20180606","29.1","3","0"
"TXK_MN004","2597","20180607","28.1","3","0"
"TXK_MN004","2597","20180608","28.2","3","0"
"TXK_MN004","2597","20180609","30.6","3","0"
"TXK_MN004","2597","20180610","27.2","3","0"
"TXK_MN004","2597","20180611","24.5","3","0"
"TXK_MN004","2597","20180612","18.6","3","0"
"TXK_MN004","2597","20180613","15.9","3","0"
"TXK_MN004","2597","20180614","20.1","3","0"
"TXK_MN004","2597","20180615","20.5","3","0"
"TXK_MN004","2597","20180616","24.8","3","0"
"TXK_MN004","2597","20180617","22.9","3","0"
"TXK_MN004","2597","20180618","23.1","3","0"
"TXK_MN004","2597","20180619","24.9","3","0"
"TXK_MN004","2597","20180620","28.5","3","0"
"TXK_MN004","2597","20180621","24.4","3","0"
"TXK_MN004","2597","20180622","16.4","3","0"
"TXK_MN004","2597","20180623","15.9","3","0"
"TXK_MN004","2597","20180624","20.2","3","0"
"TXK_MN004","2597","20180625","22.1","3","0"
"TXK_MN004","2597","20180626","23.9","3","0"
"TXK_MN004","2597","20180627","24.4","3","0"
"TXK_MN004","2597","20180628","26.3","3","0"
"TXK_MN004","2597","20180629","29.6","3","0"
"TXK_MN004","2597","20180630","25.8","3","0"
"TXK_MN004","2597","20180701","24.4","3","0"
"TXK_MN004","2597","20180702","26.4","3","0"
"TXK_MN004","2597","20180703","28.9","3","0"
"TXK_MN004","2597","20180704","31.1","3","0"
"TXK_MN004","2597","20180705","29.7","3","0"
"TXK_MN004","2597","20180706","27","3","0"
"TXK_MN004","2597","20180707","26.9","3","0"
"TXK_MN004","2597","20180708","26.9","3","0"
"TXK_MN004","2597","20180709","27.2","3","0"
"TXK_MN004","2597","20180710","21.3","3","0"
"TXK_MN004","2597","20180711","20.2","3","0"
"TXK_MN004","2597","20180712","25.3","3","0"
"TXK_MN004","2597","20180713","27.6","3","0"
"TXK_MN004","2597","20180714","28.4","3","0"
"TXK_MN004","2597","20180715","29.5","3","0"
"TXK_MN004","2597","20180716","27.7","3","0"
"TXK_MN004","2597","20180717","30.4","3","0"
"TXK_MN004","2597","20180718","27.7","3","0"
"TXK_MN004","2597","20180719","28.1","3","0"
"TXK_MN004","2597","20180720","29.7","3","0"
"TXK_MN004","2597","20180721","19.8","3","0"
"TXK_MN004","2597","20180722","22.7","3","0"
"TXK_MN004","2597","20180723","29","3","0"
"TXK_MN004","2597","20180724","32.3","3","0"
"TXK_MN004","2597","20180725","34.1","3","0"
"TXK_MN004","2597","20180726","33.5","3","0"
"TXK_MN004","2597","20180727","33.3","3","0"
"TXK_MN004","2597","20180728","31.6","3","0"
"TXK_MN004","2597","20180729","30.1","3","0"
"TXK_MN004","2597","20180730","34.4","3","0"
"TXK_MN004","2597","20180731","36.5","3","0"
"TXK_MN004","2597","20180801","31","3","0"
"TXK_MN004","2597","20180802","32.7","3","0"
"TXK_MN004","2597","20180803","35","3","0"
"TXK_MN004","2597","20180804","34.2","3","0"
"TXK_MN004","2597","20180805","29.9","3","0"
"TXK_MN004","2597","20180806","32.6","3","0"
"TXK_MN004","2597","20180807","35.6","3","0"
"TXK_MN004","2597","20180808","32","3","0"
"TXK_MN004","2597","20180809","34.5","3","0"
"TXK_MN004","2597","20180810","24.3","3","0"
"TXK_MN004","2597","20180811","24.6","3","0"
"TXK_MN004","2597","20180812","28.3","3","0"
"TXK_MN004","2597","20180813","22.8","3","0"
"TXK_MN004","2597","20180814","24.4","3","0"
"TXK_MN004","2597","20180815","24.5","3","0"
"TXK_MN004","2597","20180816","30.1","3","0"
"TXK_MN004","2597","20180817","32.3","3","0"
"TXK_MN004","2597","20180818","28.5","3","0"
"TXK_MN004","2597","20180819","30.2","3","0"
"TXK_MN004","2597","20180820","27","3","0"
"TXK_MN004","2597","20180821","28.1","3","0"
"TXK_MN004","2597","20180822","32.5","3","0"
"TXK_MN004","2597","20180823","31.3","3","0"
"TXK_MN004","2597","20180824","21.4","3","0"
"TXK_MN004","2597","20180825","17.6","3","0"
"TXK_MN004","2597","20180826","19.7","3","0"
"TXK_MN004","2597","20180827","20.4","3","0"
"TXK_MN004","2597","20180828","24.6","3","0"
"TXK_MN004","2597","20180829","29.8","3","0"
"TXK_MN004","2597","20180830","20.2","3","0"
"TXK_MN004","2597","20180831","19.9","3","0"
"TXK_MN004","2597","20180901","21.6","3","0"
"TXK_MN004","2597","20180902","17.2","3","0"
"TXK_MN004","2597","20180903","18","3","0"
"TXK_MN004","2597","20180904","24.9","3","0"
"TXK_MN004","2597","20180905","27.1","3","0"
"TXK_MN004","2597","20180906","26.2","3","0"
"TXK_MN004","2597","20180907","20.9","3","0"
"TXK_MN004","2597","20180908","21.4","3","0"
"TXK_MN004","2597","20180909","23.5","3","0"
"TXK_MN004","2597","20180910","26.6","3","0"
"TXK_MN004","2597","20180911","26.6","3","0"
"TXK_MN004","2597","20180912","30.2","3","0"
"TXK_MN004","2597","20180913","23.1","3","0"
"TXK_MN004","2597","20180914","21.6","3","0"
"TXK_MN004","2597","20180915","20.6","3","0"
"TXK_MN004","2597","20180916","23.8","3","0"
"TXK_MN004","2597","20180917","26.3","3","0"
"TXK_MN004","2597","20180918","29.8","3","0"
"TXK_MN004","2597","20180919","29.1","3","0"
"TXK_MN004","2597","20180920","29","3","0"
"TXK_MN004","2597","20180921","25.6","3","0"
"TXK_MN004","2597","20180922","16.4","3","0"
"TXK_MN004","2597","20180923","20.3","3","0"
"TXK_MN004","2597","20180924","14.1","3","0"
"TXK_MN004","2597","20180925","14.2","3","0"
"TXK_MN004","2597","20180926","16.5","3","0"
"TXK_MN004","2597","20180927","22","3","0"
"TXK_MN004","2597","20180928","19","3","0"
"TXK_MN004","2597","20180929","15.3","3","0"
"TXK_MN004","2597","20180930","17.8","3","0"
"TXK_MN004","2597","20181001","14.6","3","0"
"TXK_MN004","2597","20181002","10.2","3","0"
"TXK_MN004","2597","20181003","15.5","3","0"
"TXK_MN004","2597","20181004","16.6","3","0"
"TXK_MN004","2597","20181005","21.3","3","0"
"TXK_MN004","2597","20181006","22.8","3","0"
"TXK_MN004","2597","20181007","19.2","3","0"
"TXK_MN004","2597","20181008","18.3","3","0"
"TXK_MN004","2597","20181009","20.2","3","0"
"TXK_MN004","2597","20181010","22.6","3","0"
"TXK_MN004","2597","20181011","23.7","3","0"
"TXK_MN004","2597","20181012","24.7","3","0"
"TXK_MN004","2597","20181013","25","3","0"
"TXK_MN004","2597","20181014","22.4","3","0"
"TXK_MN004","2597","20181015","22.6","3","0"
"TXK_MN004","2597","20181016","23.4","3","0"
"TXK_MN004","2597","20181017","22.6","3","0"
"TXK_MN004","2597","20181018","20.4","3","0"
"TXK_MN004","2597","20181019","16.3","3","0"
"TXK_MN004","2597","20181020","17.7","3","0"
"TXK_MN004","2597","20181021","15.3","3","0"
"TXK_MN004","2597","20181022","13.5","3","0"
"TXK_MN004","2597","20181023","11.5","3","0"
"TXK_MN004","2597","20181024","14.9","3","0"
"TXK_MN004","2597","20181025","13.5","3","0"
"TXK_MN004","2597","20181026","12","3","0"
"TXK_MN004","2597","20181027","8.4","3","0"
"TXK_MN004","2597","20181028","5.5","3","0"
"TXK_MN004","2597","20181029","7.4","3","0"
"TXK_MN004","2597","20181030","8.2","3","0"
"TXK_MN004","2597","20181031","10","3","0"
"TXK_MN004","2597","20181101","11.8","3","0"
"TXK_MN004","2597","20181102","14","3","0"
"TXK_MN004","2597","20181103","11.4","3","0"
"TXK_MN004","2597","20181104","10.7","3","0"
"TXK_MN004","2597","20181105","14.5","3","0"
"TXK_MN004","2597","20181106","15.5","3","0"
"TXK_MN004","2597","20181107","8.7","3","0"
"TXK_MN004","2597","20181108","11.5","3","0"
"TXK_MN004","2597","20181109","9.5","3","0"
"TXK_MN004","2597","20181110","10.5","3","0"
"TXK_MN004","2597","20181111","15","3","0"
"TXK_MN004","2597","20181112","11.7","3","0"
"TXK_MN004","2597","20181113","11.8","3","0"
"TXK_MN004","2597","20181114","6.8","3","0"
"TXK_MN004","2597","20181115","6.6","3","0"
"TXK_MN004","2597","20181116","8.1","3","0"
"TXK_MN004","2597","20181117","9.8","3","0"
"TXK_MN004","2597","20181118","7.6","3","0"
"TXK_MN004","2597","20181119","4","3","0"
"TXK_MN004","2597","20181120","2.8","3","0"
"TXK_MN004","2597","20181121","3.4","3","0"
"TXK_MN004","2597","20181122","3.9","3","0"
"TXK_MN004","2597","20181123","2.5","3","0"
"TXK_MN004","2597","20181124","3.7","3","0"
"TXK_MN004","2597","20181125","5.5","3","0"
"TXK_MN004","2597","20181126","5.4","3","0"
"TXK_MN004","2597","20181127","2.8","3","0"
"TXK_MN004","2597","20181128","2.8","3","0"
"TXK_MN004","2597","20181129","4.1","3","0"
"TXK_MN004","2597","20181130","1.7","3","0"
"TXK_MN004","2597","20181201","6.4","3","0"
"TXK_MN004","2597","20181202","11.6","3","0"
"TXK_MN004","2597","20181203","12.1","3","0"
"TXK_MN004","2597","20181204","10.3","3","0"
"TXK_MN004","2597","20181205","1.7","3","0"
"TXK_MN004","2597","20181206","10.2","3","0"
"TXK_MN004","2597","20181207","11.6","3","0"
"TXK_MN004","2597","20181208","7.8","3","0"
"TXK_MN004","2597","20181209","8.2","3","0"
"TXK_MN004","2597","20181210","5.1","3","0"
"TXK_MN004","2597","20181211","4.2","3","0"
"TXK_MN004","2597","20181212","5","3","0"
"TXK_MN004","2597","20181213","1.3","3","0"
"TXK_MN004","2597","20181214","-0.5","3","0"
"TXK_MN004","2597","20181215","-0.7","3","0"
"TXK_MN004","2597","20181216","-0.7","3","0"
"TXK_MN004","2597","20181217","3.8","3","0"
"TXK_MN004","2597","20181218","6.2","3","0"
"TXK_MN004","2597","20181219","1.6","3","0"
"TXK_MN004","2597","20181220","6","3","0"
"TXK_MN004","2597","20181221","11.8","3","0"
"TXK_MN004","2597","20181222","11.3","3","0"
"TXK_MN004","2597","20181223","8.4","3","0"
"TXK_MN004","2597","20181224","6.2","3","0"
"TXK_MN004","2597","20181225","3.1","3","0"
"TXK_MN004","2597","20181226","1.5","3","0"
"TXK_MN004","2597","20181227","3.5","3","0"
"TXK_MN004","2597","20181228","0.2","3","0"
"TXK_MN004","2597","20181229","3.8","3","0"
"TXK_MN004","2597","20181230","6.9","3","0"
"TXK_MN004","2597","20181231","7.7","3","0"
"TXK_MN004","2597","20190101","7.1","0","3"
"TXK_MN004","2597","20190102","3.9","0","3"
"TXK_MN004","2597","20190103","1.4","0","3"
"TXK_MN004","2597","20190104","2.2","0","3"
"TXK_MN004","2597","20190105","7.2","0","3"
"TXK_MN004","2597","20190106","7.4","0","3"
"TXK_MN004","2597","20190107","5.4","0","3"
"TXK_MN004","2597","20190108","5.5","0","3"
"TXK_MN004","2597","20190109","3.3","0","3"
"TXK_MN004","2597","20190110","1.8","0","3"
"TXK_MN004","2597","20190111","2.1","0","3"
"TXK_MN004","2597","20190112","4.2","0","3"
"TXK_MN004","2597","20190113","8.3","0","3"
"TXK_MN004","2597","20190114","6.1","0","3"
"TXK_MN004","2597","20190115","4.8","0","3"
